ID,Label,Definition,PROMOT Cross-reference,Associated Phenotype (URI),Associated Phenotype (label),Assesses Phenotype (URI),Assesses Phenotype (label),Assesses Function (URI),Assesses Function (label),Captures Data About (URI),Captures Data About (label),Associated Function (URI),Associated Function (label),Involved In (URI),Involved In (label),Located In (URI),Located In (label),LLM Score,LLM Top Candidates,LLM Match Note
http://purl.obolibrary.org/obo/UBERON_0035804,future mouth,"",http://id.who.int/icd/entity/1754034822|http://id.who.int/icd/entity/374222990,http://purl.obolibrary.org/obo/HP_0002705,"High, narrow palate","","","","","","","","","","","","",0.567,future mouth [0.567] | oral cavity [0.553] | mouth-foregut junction [0.531] || future mouth [0.561] | oral cavity [0.536] | mouth-foregut junction [0.526],PROMOT mapping: 'Structure of mouth' (LLM score: 0.567) | Candidates: future mouth [0.567] | oral cavity [0.553] | mouth-foregut junction [0.531] | PROMOT mapping: 'Structure of palate' (LLM score: 0.5611) | Candidates: future mouth [0.561] | oral cavity [0.536] | mouth-foregut junction [0.526]
http://purl.obolibrary.org/obo/HP_0001382,Joint hypermobility,"",http://id.who.int/icd/entity/1757783224,"","","","","","","","","","","","","","",0.6944,Joint hypermobility [0.694] | Abnormality of joint mobility [0.633] | multicellular anatomical structure [0.603],PROMOT mapping: 'Mobility of several joints' (LLM score: 0.6944) | Candidates: Joint hypermobility [0.694] | Abnormality of joint mobility [0.633] | multicellular anatomical structure [0.603]
http://purl.obolibrary.org/obo/HP_0004308,Ventricular arrhythmia,"",http://id.who.int/icd/entity/1780196241,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.6147,Ventricular arrhythmia [0.615] | cardiac rhythm disease [0.611] | Arrhythmia [0.596],PROMOT mapping: 'Heart rhythm' (LLM score: 0.6147) | Candidates: Ventricular arrhythmia [0.615] | cardiac rhythm disease [0.611] | Arrhythmia [0.596]
http://purl.obolibrary.org/obo/UBERON_0005606,hyaloid cavity,"",http://id.who.int/icd/entity/178625206,http://purl.obolibrary.org/obo/HP_0000767|http://purl.obolibrary.org/obo/HP_0000768|http://purl.obolibrary.org/obo/HP_0000774|http://purl.obolibrary.org/obo/HP_0000886|http://purl.obolibrary.org/obo/HP_0000886|http://purl.obolibrary.org/obo/HP_6000327,Pectus excavatum|Pectus carinatum|Narrow chest|Deformed rib cage|Deformed rib cage |Thoracic cage flatness,"","","","","","","","","","","","",0.5788,hyaloid cavity [0.579] | Thoracic scoliosis [0.557] | descending thoracic aorta [0.513],PROMOT mapping: 'Thoracic cage' (LLM score: 0.5788) | Candidates: hyaloid cavity [0.579] | Thoracic scoliosis [0.557] | descending thoracic aorta [0.513]
http://purl.obolibrary.org/obo/MONDO_0016453,foodborne botulism,"",http://id.who.int/icd/entity/1806589582,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","",http://id.who.int/icd/entity/1328675264,Eating,"","",0.4856,foodborne botulism [0.486] | Dysphagia [0.458] | botulism [0.456],PROMOT mapping: 'Biting' (LLM score: 0.4856) | Candidates: foodborne botulism [0.486] | Dysphagia [0.458] | botulism [0.456]
http://purl.obolibrary.org/obo/MONDO_0024417,perceptual disorders,"",http://id.who.int/icd/entity/1819639191|http://id.who.int/icd/entity/735194884,"","","","","","","","","","","","","","",0.6112,perceptual disorders [0.448] | Abnormality of the voice [0.417] | auditory system [0.413] || perceptual disorders [0.611] | somatosensory system [0.575] | sensory system [0.556],PROMOT mapping: 'Reception of language' (LLM score: 0.4479) | Candidates: perceptual disorders [0.448] | Abnormality of the voice [0.417] | auditory system [0.413] | PROMOT mapping: 'Purposeful sensory experiences' (LLM score: 0.6112) | Candidates: perceptual disorders [0.611] | somatosensory system [0.575] | sensory system [0.556]
http://purl.obolibrary.org/obo/UBERON_0006347,communicating artery,"",http://id.who.int/icd/entity/1828012543,"","","","","","","","","","","","","","",0.4979,communicating artery [0.498] | cell condensation [0.469] | cartilaginous condensation [0.459],PROMOT mapping: 'Communication' (LLM score: 0.4979) | Candidates: communicating artery [0.498] | cell condensation [0.469] | cartilaginous condensation [0.459]
http://purl.obolibrary.org/obo/UBERON_0005153,epithelial bud,"",http://id.who.int/icd/entity/1834472768,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.4818,epithelial bud [0.482] | epithelial tube [0.472] | Percussion myotonia [0.449],PROMOT mapping: 'Transportation of mucus' (LLM score: 0.4818) | Candidates: epithelial bud [0.482] | epithelial tube [0.472] | Percussion myotonia [0.449]
http://purl.obolibrary.org/obo/UBERON_0000019,camera-type eye,"",http://id.who.int/icd/entity/1843740951,"","","","","","","","","","","","","","",0.7328,camera-type eye [0.733] | ear [0.693] | orbital region [0.689],"PROMOT mapping: 'The eye, ear and related structures' (LLM score: 0.7328) | Candidates: camera-type eye [0.733] | ear [0.693] | orbital region [0.689]"
http://purl.obolibrary.org/obo/PATO_0000411,circular,"",http://id.who.int/icd/entity/1851215071,"","","","","","","","","","","","","","",0.5069,circular [0.507] | Abnormal curvature of the vertebral column [0.506] | Percussion-induced rapid rolling muscle contractions [0.494],PROMOT mapping: 'Rolling over' (LLM score: 0.5069) | Candidates: circular [0.507] | Abnormal curvature of the vertebral column [0.506] | Percussion-induced rapid rolling muscle contractions [0.494]
http://purl.obolibrary.org/obo/NCIT_C62085,ECG Measurement,"",http://id.who.int/icd/entity/1864074583,"","","","","","","","","","","","","","",0.4908,ECG Measurement [0.491] | ENO3 [0.442] | Electrocardiography [0.434],PROMOT mapping: 'Energy level' (LLM score: 0.4908) | Candidates: ECG Measurement [0.491] | ENO3 [0.442] | Electrocardiography [0.434]
http://purl.obolibrary.org/obo/UBERON_0010959,craniocervical muscle,"",http://id.who.int/icd/entity/1874889854,http://purl.obolibrary.org/obo/HP_0000183|http://purl.obolibrary.org/obo/HP_0000508|http://purl.obolibrary.org/obo/HP_0002033|http://purl.obolibrary.org/obo/HP_0002058|http://purl.obolibrary.org/obo/HP_0002068|http://purl.obolibrary.org/obo/HP_0002483|http://purl.obolibrary.org/obo/HP_0003306|http://purl.obolibrary.org/obo/HP_0003722|http://purl.obolibrary.org/obo/HP_0005216|http://purl.obolibrary.org/obo/HP_0012473|http://purl.obolibrary.org/obo/HP_0030193|http://purl.obolibrary.org/obo/HP_0030194|http://purl.obolibrary.org/obo/HP_0030194|http://purl.obolibrary.org/obo/HP_0030195|http://purl.obolibrary.org/obo/HP_0030195|http://purl.obolibrary.org/obo/HP_0030199|http://purl.obolibrary.org/obo/HP_0030199|http://purl.obolibrary.org/obo/HP_0030319|http://purl.obolibrary.org/obo/HP_0031146|http://purl.obolibrary.org/obo/HP_0031162|http://purl.obolibrary.org/obo/HP_0200136|http://purl.obolibrary.org/obo/PROMOT_0032016|http://purl.obolibrary.org/obo/PROMOT_0032017|http://purl.obolibrary.org/obo/PROMOT_0032020|http://purl.obolibrary.org/obo/PROMOT_0032023,Tongue muscle weakness|Ptosis|Poor suck|Myopathic facies|Neuromuscular dysphagia|Bulbar signs|Spinal rigidity|Neck flexor weakness|Impaired mastication|Tongue atrophy|Fatigable weakness of chewing muscles|Fatigable weakness of speech muscles|Fatigable weakness of speech muscles |Fatigable weakness of swallowing muscles|Fatigable weakness of swallowing muscles |Fatigable weakness of neck muscles|Fatigable weakness of neck muscles |Weakness of facial musculature|Impaired oral bolus formation|Impaired oropharyngeal swallow response|Oral-pharyngeal dysphagia|Dysphagia for liquid|Dysphagia for solid|Fatigable weakness of facial musculature|Weakness of chewing muscles,"","","","","","",http://id.who.int/icd/entity/1041382491|http://id.who.int/icd/entity/1174312718|http://id.who.int/icd/entity/1389818830|http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1580195090|http://id.who.int/icd/entity/1789365017|http://id.who.int/icd/entity/1806589582|http://id.who.int/icd/entity/2089171534|http://id.who.int/icd/entity/691689627|http://id.who.int/icd/entity/712570723|http://id.who.int/icd/entity/841397411,Oral swallowing|Manipulation of food in the mouth|Chewing|Endurance of muscle groups|Digestive functions|Power of isolated muscles and muscle groups|Biting|Sucking|Pharyngeal swallowing|Voice functions|Sensation of muscle stiffness,"","","","",0.7253,craniocervical muscle [0.725] | cranial muscle [0.622] | craniocervical region [0.52],PROMOT mapping: 'Muscles of head and neck region' (LLM score: 0.7253) | Candidates: craniocervical muscle [0.725] | cranial muscle [0.622] | craniocervical region [0.52]
http://purl.obolibrary.org/obo/SO_0001260,sequence_collection,"",http://id.who.int/icd/entity/1896301954,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.5235,sequence_collection [0.524] | anatomical collection [0.468] | sequence_attribute [0.467],PROMOT mapping: 'Listening' (LLM score: 0.5235) | Candidates: sequence_collection [0.524] | anatomical collection [0.468] | sequence_attribute [0.467]
http://purl.obolibrary.org/obo/UBERON_0003942,somatosensory system,"",http://id.who.int/icd/entity/1916167881|http://id.who.int/icd/entity/894218497,"","","","","","","","","","","","","","",0.6684,"somatosensory system [0.668] | auditory system [0.636] | Pain [0.593] || somatosensory system [0.562] | congenital insensitivity to pain syndrome, Marsili type [0.55] | Pain [0.547]","PROMOT mapping: 'Sensory functions and pain' (LLM score: 0.6684) | Candidates: somatosensory system [0.668] | auditory system [0.636] | Pain [0.593] | PROMOT mapping: 'Sensation of pain' (LLM score: 0.5616) | Candidates: somatosensory system [0.562] | congenital insensitivity to pain syndrome, Marsili type [0.55] | Pain [0.547]"
http://purl.obolibrary.org/obo/UBERON_0010881,limb cartilage element,"",http://id.who.int/icd/entity/1929433903,"","","","","","","","","","","","","","",0.5794,limb cartilage element [0.579] | limb skeleton subdivision [0.549] | skeleton of limb [0.54],PROMOT mapping: 'Structure of lower extremity' (LLM score: 0.5794) | Candidates: limb cartilage element [0.579] | limb skeleton subdivision [0.549] | skeleton of limb [0.54]
http://purl.obolibrary.org/obo/HP_0025032,Abnormality of digestive system physiology,"",http://id.who.int/icd/entity/1976873960,"","","","","","","","","","","","","","",0.6865,Abnormality of digestive system physiology [0.687] | Functional abnormality of the gastrointestinal tract [0.631] | Abnormality of the digestive system [0.61],PROMOT mapping: 'Functions related to the digestive system' (LLM score: 0.6865) | Candidates: Abnormality of digestive system physiology [0.687] | Functional abnormality of the gastrointestinal tract [0.631] | Abnormality of the digestive system [0.61]
http://purl.obolibrary.org/obo/MONDO_0100427,non-iatrogenic,"",http://id.who.int/icd/entity/1986061142,"","","","","","","","","","","","","","",0.5288,non-iatrogenic [0.529] | idiopathic [0.508] | immaterial anatomical entity [0.503],PROMOT mapping: 'not applicable' (LLM score: 0.5288) | Candidates: non-iatrogenic [0.529] | idiopathic [0.508] | immaterial anatomical entity [0.503]
http://purl.obolibrary.org/obo/HP_0003551,Difficulty climbing stairs,"",http://id.who.int/icd/entity/1993770860,"","","","","","","","","","","","","","",0.6872,Difficulty climbing stairs [0.687] | Steppage gait [0.485] | Falls [0.483],PROMOT mapping: 'Going up and down stairs' (LLM score: 0.6872) | Candidates: Difficulty climbing stairs [0.687] | Steppage gait [0.485] | Falls [0.483]
http://purl.obolibrary.org/obo/IAO_0000027,data entity,"",http://id.who.int/icd/entity/2011053685|http://purl.obolibrary.org/obo/PROMOT_0010011|http://purl.obolibrary.org/obo/PROMOT_0010043|http://purl.obolibrary.org/obo/PROMOT_0010048|http://purl.obolibrary.org/obo/PROMOT_0010050,"","","","","","","","","","","","","","",0.552,data entity [0.488] | X-linked complex neurodevelopmental disorder [0.461] | Cognitive impairment [0.439] || data entity [0.552] | Medication history [0.461] | Constitutional symptom [0.433] || data entity [0.531] | future forebrain [0.519] | pronephros [0.507] || data entity [0.524] | infectious disease characteristic [0.514] | has a syndromic presentation [0.514] || data entity [0.502] | information content entity [0.486] | replicon [0.422],PROMOT mapping: 'Learning and applying knowledge' (LLM score: 0.4876) | Candidates: data entity [0.488] | X-linked complex neurodevelopmental disorder [0.461] | Cognitive impairment [0.439] | PROMOT mapping: 'statement about a procedure' (LLM score: 0.552) | Candidates: data entity [0.552] | Medication history [0.461] | Constitutional symptom [0.433] | PROMOT mapping: 'Proposed' (LLM score: 0.5313) | Candidates: data entity [0.531] | future forebrain [0.519] | pronephros [0.507] | PROMOT mapping: 'Consent type' (LLM score: 0.5236) | Candidates: data entity [0.524] | infectious disease characteristic [0.514] | has a syndromic presentation [0.514] | PROMOT mapping: 'Consent to the reuse of data' (LLM score: 0.5015) | Candidates: data entity [0.502] | information content entity [0.486] | replicon [0.422]
http://purl.obolibrary.org/obo/HP_0012373,Abnormal eye physiology,"",http://id.who.int/icd/entity/2021370201|http://id.who.int/icd/entity/2031311308,http://snomed.info/id/12894003,Functional assessment,"","","","","","","","","","","","",0.6153,Abnormal eye physiology [0.506] | Abnormal eyelid morphology [0.461] | opacity [0.444] || Abnormal eye physiology [0.615] | ocular adnexa [0.602] | non-connected functional system [0.565],PROMOT mapping: 'Functions of the eyelid' (LLM score: 0.506) | Candidates: Abnormal eye physiology [0.506] | Abnormal eyelid morphology [0.461] | opacity [0.444] | PROMOT mapping: 'Functions of structures adjoining the eye' (LLM score: 0.6153) | Candidates: Abnormal eye physiology [0.615] | ocular adnexa [0.602] | non-connected functional system [0.565]
http://purl.obolibrary.org/obo/PATO_0000957,opacity,"",http://id.who.int/icd/entity/2022689055|http://id.who.int/icd/entity/848997900|http://purl.obolibrary.org/obo/PROMOT_0031004|http://purl.obolibrary.org/obo/PROMOT_0032088,http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","",http://id.who.int/icd/entity/1328675264,Eating,"","",0.6626,"opacity [0.663] | Visual loss [0.58] | visual system [0.529] || opacity [0.589] | ear [0.543] | visual system [0.532] || opacity [0.501] | transparent [0.482] | disconnected [0.468] || opacity [0.525] | optic eminence [0.488] | structure, cavities [0.487]","PROMOT mapping: 'Visual acuity functions' (LLM score: 0.6626) | Candidates: opacity [0.663] | Visual loss [0.58] | visual system [0.529] | PROMOT mapping: 'Seeing functions' (LLM score: 0.5893) | Candidates: opacity [0.589] | ear [0.543] | visual system [0.532] | PROMOT mapping: 'opted-out' (LLM score: 0.5012) | Candidates: opacity [0.501] | transparent [0.482] | disconnected [0.468] | PROMOT mapping: 'Power of temporalis' (LLM score: 0.5251) | Candidates: opacity [0.525] | optic eminence [0.488] | structure, cavities [0.487]"
http://purl.obolibrary.org/obo/HP_0011729,Abnormality of joint mobility,"",http://id.who.int/icd/entity/2048203604|http://id.who.int/icd/entity/248265067,http://snomed.info/id/12894003|http://snomed.info/id/84100007,"Functional assessment|Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.6139,Abnormality of joint mobility [0.543] | movement disorder [0.511] | Inability to walk [0.496] || Abnormality of joint mobility [0.614] | Abnormal joint physiology [0.589] | Joint hypermobility [0.581],PROMOT mapping: 'Mobility' (LLM score: 0.5427) | Candidates: Abnormality of joint mobility [0.543] | movement disorder [0.511] | Inability to walk [0.496] | PROMOT mapping: 'Mobility of joint functions' (LLM score: 0.6139) | Candidates: Abnormality of joint mobility [0.614] | Abnormal joint physiology [0.589] | Joint hypermobility [0.581]
http://purl.obolibrary.org/obo/UBERON_0006264,mouth-foregut junction,"",http://id.who.int/icd/entity/2060264919,"","","","","","","","","","","","","","",0.5508,mouth-foregut junction [0.551] | Abnormality of the voice [0.538] | vestibular organ [0.535],PROMOT mapping: 'Structures involved in voice and speech' (LLM score: 0.5508) | Candidates: mouth-foregut junction [0.551] | Abnormality of the voice [0.538] | vestibular organ [0.535]
http://purl.obolibrary.org/obo/UBERON_0004176,external genitalia,"",http://id.who.int/icd/entity/2067741200,http://purl.obolibrary.org/obo/HP_0000028,Cryptorchidism,"","","","","","",http://id.who.int/icd/entity/859818654,"Penis, testes and scrotum development","","","","",0.5791,external genitalia [0.579] | internal female genitalia [0.533] | gonad [0.532],PROMOT mapping: 'Testes and scrotum' (LLM score: 0.5791) | Candidates: external genitalia [0.579] | internal female genitalia [0.533] | gonad [0.532]
http://purl.obolibrary.org/obo/MONDO_0030875,frontotemporal dementia and/or amyotrophic lateral sclerosis 5,"",http://id.who.int/icd/entity/2069220714,"","","","","","","","","","","","","","",0.6006,frontotemporal dementia and/or amyotrophic lateral sclerosis 5 [0.601] | frontotemporal dementia and/or amyotrophic lateral sclerosis [0.6] | frontotemporal dementia and/or amyotrophic lateral sclerosis 8 [0.597],PROMOT mapping: 'front' (LLM score: 0.6006) | Candidates: frontotemporal dementia and/or amyotrophic lateral sclerosis 5 [0.601] | frontotemporal dementia and/or amyotrophic lateral sclerosis [0.6] | frontotemporal dementia and/or amyotrophic lateral sclerosis 8 [0.597]
http://purl.obolibrary.org/obo/UBERON_0006555,excretory tube,"",http://id.who.int/icd/entity/2089171534,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","",http://id.who.int/icd/entity/1328675264|http://id.who.int/icd/entity/553784299,Eating|Drinking,"","",0.4688,excretory tube [0.469] | SUCLG1 [0.437] | subdivision of tube [0.424],PROMOT mapping: 'Sucking' (LLM score: 0.4688) | Candidates: excretory tube [0.469] | SUCLG1 [0.437] | subdivision of tube [0.424]
http://purl.obolibrary.org/obo/MONDO_0018431,cold-induced sweating syndrome - hyperthermia spectrum,"",http://id.who.int/icd/entity/2090906765,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.4298,cold-induced sweating syndrome - hyperthermia spectrum [0.43] | Malignant hyperthermia [0.429] | Abnormal homeostasis [0.428],PROMOT mapping: 'Thermoregulatory functions' (LLM score: 0.4298) | Candidates: cold-induced sweating syndrome - hyperthermia spectrum [0.43] | Malignant hyperthermia [0.429] | Abnormal homeostasis [0.428]
http://purl.obolibrary.org/obo/MONDO_0007263,cardiac rhythm disease,"",http://id.who.int/icd/entity/2100545361,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.5384,cardiac rhythm disease [0.538] | heart plus pericardium [0.513] | Arrhythmia [0.499],PROMOT mapping: 'Heart rate' (LLM score: 0.5384) | Candidates: cardiac rhythm disease [0.538] | heart plus pericardium [0.513] | Arrhythmia [0.499]
http://purl.obolibrary.org/obo/HP_0001618,Dysphonia,"",http://id.who.int/icd/entity/213697684,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","",http://id.who.int/icd/entity/151046878,Speaking,"","",0.5024,Dysphonia [0.502] | Ventricular arrhythmia [0.472] | Arrhythmia [0.47],PROMOT mapping: 'Fluency and rhythm of speech functions' (LLM score: 0.5024) | Candidates: Dysphonia [0.502] | Ventricular arrhythmia [0.472] | Arrhythmia [0.47]
http://purl.obolibrary.org/obo/UBERON_0001474,bone element,"",http://id.who.int/icd/entity/213893837,http://purl.obolibrary.org/obo/HP_0000767|http://purl.obolibrary.org/obo/HP_0000768|http://purl.obolibrary.org/obo/HP_0000774|http://purl.obolibrary.org/obo/HP_0000886|http://purl.obolibrary.org/obo/HP_0000886|http://purl.obolibrary.org/obo/HP_0004322|http://purl.obolibrary.org/obo/HP_6000327,Pectus excavatum|Pectus carinatum|Narrow chest|Deformed rib cage|Deformed rib cage |Short stature|Thoracic cage flatness,"","","","","","","","","","","","",0.5874,skeletal element [0.616] | bone element [0.587] | bone development disease [0.573],PROMOT mapping: 'Bones' (LLM score: 0.5874) | Candidates: skeletal element [0.616] | bone element [0.587] | bone development disease [0.573]
http://purl.obolibrary.org/obo/HP_0011025,Abnormal cardiovascular system physiology,"",http://id.who.int/icd/entity/222589883|http://id.who.int/icd/entity/719872561,"","","","","","","","","","","","","","",0.6528,Abnormal cardiovascular system physiology [0.581] | heart plus pericardium [0.553] | Abnormal ear physiology [0.535] || Abnormal cardiovascular system physiology [0.653] | cardiovascular system [0.583] | non-connected functional system [0.552],PROMOT mapping: 'Heart functions' (LLM score: 0.5811) | Candidates: Abnormal cardiovascular system physiology [0.581] | heart plus pericardium [0.553] | Abnormal ear physiology [0.535] | PROMOT mapping: 'Functions of the cardiovascular system' (LLM score: 0.6528) | Candidates: Abnormal cardiovascular system physiology [0.653] | cardiovascular system [0.583] | non-connected functional system [0.552]
http://purl.obolibrary.org/obo/UBERON_0005179,pelvic region element,"",http://id.who.int/icd/entity/232409592|http://id.who.int/icd/entity/793188683,http://purl.obolibrary.org/obo/HP_0003694|http://purl.obolibrary.org/obo/HP_0003749|http://purl.obolibrary.org/obo/HP_0007340|http://purl.obolibrary.org/obo/HP_0008988|http://purl.obolibrary.org/obo/HP_0008994|http://purl.obolibrary.org/obo/HP_0009028|http://purl.obolibrary.org/obo/HP_0009073|http://purl.obolibrary.org/obo/HP_0030200,Late-onset proximal muscle weakness|Pelvic girdle muscle weakness|Lower limb muscle weakness|Pelvic girdle muscle atrophy|Proximal lower limb muscle weakness|Proximal muscle weakness in lower limbs|Generalized weakness of limb muscles|Progressive proximal muscle weakness|Fatiguable weakness of proximal limb muscles|Fatiguable weakness of proximal limb muscles ,"","","","","","",http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017,Endurance of muscle groups|Power of isolated muscles and muscle groups,"","","","",0.7034,pelvic region element [0.703] | bone of hip region [0.575] | pelvic girdle region [0.556] || pelvic region element [0.605] | bone of hip region [0.537] | Pelvic girdle muscle weakness [0.516],PROMOT mapping: 'Structure of pelvic region' (LLM score: 0.7034) | Candidates: pelvic region element [0.703] | bone of hip region [0.575] | pelvic girdle region [0.556] | PROMOT mapping: 'Muscles of pelvic region' (LLM score: 0.6049) | Candidates: pelvic region element [0.605] | bone of hip region [0.537] | Pelvic girdle muscle weakness [0.516]
http://purl.obolibrary.org/obo/UBERON_0000945,stomach,"",http://id.who.int/icd/entity/242704590,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.5546,stomach [0.555] | digestive system element [0.547] | digestive system [0.539],"PROMOT mapping: 'Functions of expelling the contents of the stomach, oesophagus or pharynx' (LLM score: 0.5546) | Candidates: stomach [0.555] | digestive system element [0.547] | digestive system [0.539]"
http://purl.obolibrary.org/obo/HP_0012372,Abnormal eye morphology,"",http://id.who.int/icd/entity/246722870,"","","","","","","","","","","","","","",0.5804,Abnormal eye morphology [0.58] | Abnormality of eye movement [0.535] | Abnormal posterior eye segment morphology [0.519],PROMOT mapping: 'Structures around eye' (LLM score: 0.5804) | Candidates: Abnormal eye morphology [0.58] | Abnormality of eye movement [0.535] | Abnormal posterior eye segment morphology [0.519]
http://purl.obolibrary.org/obo/UBERON_0001630,muscle organ,"",http://id.who.int/icd/entity/274570113|http://id.who.int/icd/entity/644658903|http://id.who.int/icd/entity/73014515,http://purl.obolibrary.org/obo/HP_0002141,Gait imbalance,"","","","","","",http://id.who.int/icd/entity/576915490,Involuntary movement reaction functions,"","","","",0.6287,muscle organ [0.574] | Abnormal muscle physiology [0.556] | Increased muscle fatiguability [0.541] || muscle organ [0.629] | Abnormality of the musculoskeletal system [0.616] | muscle structure [0.595] || muscle organ [0.458] | contractile [0.45] | ENO3 [0.422],PROMOT mapping: 'Muscle power functions' (LLM score: 0.5744) | Candidates: muscle organ [0.574] | Abnormal muscle physiology [0.556] | Increased muscle fatiguability [0.541] | PROMOT mapping: 'Structures related to movement' (LLM score: 0.6287) | Candidates: muscle organ [0.629] | Abnormality of the musculoskeletal system [0.616] | muscle structure [0.595] | PROMOT mapping: 'Work and employment' (LLM score: 0.4577) | Candidates: muscle organ [0.458] | contractile [0.45] | ENO3 [0.422]
http://purl.obolibrary.org/obo/HP_0003547,Shoulder girdle muscle weakness,"",http://id.who.int/icd/entity/278512890|http://purl.obolibrary.org/obo/PROMOT_0032051|http://purl.obolibrary.org/obo/PROMOT_0032087,http://purl.obolibrary.org/obo/HP_0003547|http://purl.obolibrary.org/obo/HP_0003691|http://purl.obolibrary.org/obo/HP_0003694|http://purl.obolibrary.org/obo/HP_0008997|http://purl.obolibrary.org/obo/HP_0009028|http://purl.obolibrary.org/obo/HP_0009073|http://purl.obolibrary.org/obo/HP_0030200|http://snomed.info/id/12894003,Shoulder girdle muscle weakness|Scapular winging|Late-onset proximal muscle weakness|Proximal muscle weakness in upper limbs|Proximal upper limb muscle weakness|Generalized weakness of limb muscles|Progressive proximal muscle weakness|Fatiguable weakness of proximal limb muscles|Fatiguable weakness of proximal limb muscles |Functional assessment,"","","","","","",http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017,Endurance of muscle groups|Power of isolated muscles and muscle groups,http://id.who.int/icd/entity/2048203604,Mobility,"","",0.6058,Shoulder girdle muscle weakness [0.546] | Abnormality of the musculature of the upper limbs [0.533] | shoulder [0.532] || Shoulder girdle muscle weakness [0.535] | Upper limb muscle weakness [0.519] | Grip Strength [0.488] || Shoulder girdle muscle weakness [0.606] | Grip Strength [0.582] | Upper limb muscle weakness [0.549],PROMOT mapping: 'Muscles of shoulder region' (LLM score: 0.5464) | Candidates: Shoulder girdle muscle weakness [0.546] | Abnormality of the musculature of the upper limbs [0.533] | shoulder [0.532] | PROMOT mapping: 'Endurance of shoulder muscle' (LLM score: 0.5348) | Candidates: Shoulder girdle muscle weakness [0.535] | Upper limb muscle weakness [0.519] | Grip Strength [0.488] | PROMOT mapping: 'Power of shoulder muscle' (LLM score: 0.6058) | Candidates: Shoulder girdle muscle weakness [0.606] | Grip Strength [0.582] | Upper limb muscle weakness [0.549]
http://purl.obolibrary.org/obo/UBERON_0004487,musculature of forelimb zeugopod,"",http://id.who.int/icd/entity/294830867|http://id.who.int/icd/entity/822292691|http://purl.obolibrary.org/obo/PROMOT_0032069,http://purl.obolibrary.org/obo/HP_0003810|http://purl.obolibrary.org/obo/HP_0008959|http://purl.obolibrary.org/obo/HP_0009028|http://purl.obolibrary.org/obo/HP_0009063|http://purl.obolibrary.org/obo/HP_0030198,Late-onset distal muscle weakness|Distal upper limb muscle weakness|Generalized weakness of limb muscles|Progressive distal muscle weakness|Fatigable weakness of distal limb muscles,"","","","","","",http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017,Endurance of muscle groups|Power of isolated muscles and muscle groups,http://id.who.int/icd/entity/2048203604,Mobility,"","",0.6254,musculature of forelimb zeugopod [0.625] | Abnormality of the musculature of the upper limbs [0.555] | arm bone [0.504] || musculature of forelimb zeugopod [0.541] | humerus endochondral element [0.526] | forelimb bud [0.526] || musculature of forelimb zeugopod [0.616] | Upper limb muscle weakness [0.592] | Proximal upper limb muscle weakness [0.547],PROMOT mapping: 'Muscles of forearm' (LLM score: 0.6254) | Candidates: musculature of forelimb zeugopod [0.625] | Abnormality of the musculature of the upper limbs [0.555] | arm bone [0.504] | PROMOT mapping: 'Structure of forearm' (LLM score: 0.5411) | Candidates: musculature of forelimb zeugopod [0.541] | humerus endochondral element [0.526] | forelimb bud [0.526] | PROMOT mapping: 'Power of forearm muscle' (LLM score: 0.6159) | Candidates: musculature of forelimb zeugopod [0.616] | Upper limb muscle weakness [0.592] | Proximal upper limb muscle weakness [0.547]
